10, 78.9195
10, -892.253
10, -459.751
10, 24.0845
10, 180.038
10, 202.627
10, 599.76
10, 77.6078
10, 551.11
10, -219.029
10, 111.418
10, -133.689
10, -242.586
10, 232.681
10, 740.732
10, 304.11
10, 291.212
10, 120.798
10, -68.5953
10, 85.495
10, 254.33
10, -176.446
10, -45.6888
10, 666.849
10, 75.2141
10, 843.147
10, 509.427
10, 333.4
10, 1600.3
10, 816.266
10, 146.448
10, 47.4898
10, 337.291
10, 200.261
10, 342.653
10, 174.532
10, 89.6435
10, -35.5135
10, -384.29
10, 374.891
10, 35.8977
10, -121.938
10, -165.544
10, 379.561
10, -171.226
10, -110.78
10, 406.631
10, -312.336
10, 101.265
10, -98.9651
10, 723.288
10, 35.137
10, 1017.56
10, 308.561
10, -407.824
10, 24.3439
10, 347.463
10, 859.43
10, -102.989
10, -91.6927
10, 19.1382
10, -122.41
10, -49.815
10, 109.738
10, 414.549
10, 94.7862
10, 372.252
10, 334.78
10, 389.413
10, 458.534
10, 1373.23
10, 2154.49
10, 3058
10, 681.165
10, 1369.99
10, 3141.14
10, 85.2069
10, 869.051
10, -400.15
10, -317.857
10, -640.752
10, 345.838
10, 253.173
10, -156.399
10, 124.446
10, -62.6349
10, -532.579
10, -146.446
10, -581.344
10, 635.294
10, -57.0636
10, 861.926
10, 48.7216
10, 395.283
10, 446.208
10, 357.25
10, 554.604
10, 978.542
10, 1188.25
10, -1029.94
20, 117.559
20, 415.781
20, 308.665
20, 793.642
20, -96.4197
20, 105.477
20, 158.482
20, 262.479
20, 390.231
20, 275.049
20, 1421.16
20, -522.979
20, 14.6288
20, 320.839
20, 313.813
20, 958.16
20, 1376.84
20, 1376.09
20, 1583.56
20, -544.403
20, -13.5693
20, 138.446
20, -51.8981
20, -55.4186
20, 48.77
20, 241.244
20, 87.8113
20, 22.0818
20, -54.0759
20, 57.6654
20, 4.24813
20, 290.159
20, 66.6343
20, -102.072
20, 31.4169
20, 68.5321
20, -39.139
20, 105.72
20, 137.014
20, 320.176
20, -473.542
20, 10.3895
20, -110.533
20, -188.762
20, 293.138
20, -31.6696
20, 398.126
20, -497.002
20, 26.8864
20, 343.507
20, 1646.6
20, 1020.98
20, 157.363
20, 1340
20, 1838.8
20, 1602.51
20, 1198.18
20, 2110.58
20, 1066.02
20, 614.258
20, 902.048
20, 737.952
20, 383.866
20, 346.691
20, 263.445
20, 872.523
20, 224.352
20, 130.997
20, -404.34
20, -257.322
