0.128348,0.128348,
0.128348,0.128348,
0.12221,0.121652,
0.113281,0.112723,
0.115513,0.115513,
0.118862,0.118862,
0.126116,0.126116,
0.132254,0.132254,
0.137835,0.137835,
0.145089,0.145089,
0.158482,0.158482,
0.160714,0.160714,
0.157366,0.156808,
0.152902,0.152344,
0.154018,0.154018,
0.151228,0.15067,
0.144531,0.143973,
0.138393,0.137835,
0.135603,0.135045,
0.142299,0.142299,
0.142299,0.141183,
0.136719,0.136161,
0.136719,0.136719,
0.139509,0.139509,
0.138951,0.138393,
0.146763,0.146763,
0.142857,0.142299,
0.145089,0.145089,
0.146763,0.146763,
0.146763,0.146205,
0.144531,0.143973,
0.143973,0.142857,
0.138951,0.138393,
0.133929,0.133371,
0.127232,0.126116,
0.11942,0.118862,
0.123326,0.123326,
0.12779,0.12779,
0.12779,0.12779,
0.128348,0.128348,
0.122768,0.121652,
0.121652,0.121652,
0.118304,0.117746,
0.117188,0.116629,
0.114955,0.113839,
0.116629,0.116629,
0.121652,0.121652,
0.114955,0.114397,
0.108817,0.108259,
0.109933,0.109933,
0.107143,0.106027,
0.112723,0.112723,
0.114397,0.114397,
0.118304,0.118304,
0.118862,0.118862,
0.117746,0.117188,
0.116629,0.116071,
0.116071,0.115513,
0.115513,0.114397,
0.106027,0.105469,
0.101004,0.100446,
0.097656,0.09654,
0.100446,0.100446,
0.099888,0.09933,
0.103237,0.103237,
0.108259,0.108259,
0.114955,0.114955,
0.114397,0.113839,
0.114955,0.114955,
0.11942,0.11942,
0.11942,0.118862,
0.117746,0.116629,
0.114955,0.114397,
0.111049,0.110491,
0.110491,0.110491,
0.110491,0.109375,
0.108817,0.108259,
0.117746,0.117746,
0.118304,0.118304,
0.116629,0.116071,
0.115513,0.114955,
0.120536,0.120536,
0.122768,0.122768,
0.124442,0.124442,
0.124442,0.124442,
0.124442,0.124442,
0.118862,0.118304,
0.112165,0.111607,
0.114955,0.114955,
0.122768,0.122768,
0.127232,0.127232,
0.13058,0.13058,
0.13058,0.129464,
0.128906,0.128348,
0.126674,0.126116,
0.125,0.124442,
0.126674,0.126674,
0.126674,0.126674,
0.126674,0.126116,
0.126116,0.125558,
0.122768,0.12221,
0.123884,0.123884,
0.125,0.125,
0.122768,0.12221,
0.12221,0.12221,
0.12221,0.121652,
0.121094,0.119978,
0.122768,0.122768,
0.125,0.125,
0.123326,0.122768,
0.126674,0.126674,
0.133929,0.133929,
0.140067,0.140067,
0.140067,0.139509,
0.147321,0.147321,
0.147321,0.147321,
0.147879,0.147879,
0.147879,0.147879,
0.141183,0.140625,
0.140625,0.140625,
0.143415,0.143415,
0.141741,0.141183,
0.136719,0.136161,
0.138951,0.138951,
0.140625,0.140625,
0.146763,0.146763,
0.145647,0.145089,
0.145089,0.144531,
0.142299,0.141741,
0.140067,0.139509,
0.139509,0.138951,
0.135603,0.135045,
0.13058,0.130022,
0.132254,0.132254,
0.130022,0.128906,
0.131696,0.131696,
0.131138,0.130022,
0.126674,0.125558,
0.116629,0.116071,
0.115513,0.114955,
0.114955,0.114955,
0.112165,0.111049,
0.112165,0.112165,
0.116629,0.116629,
0.108259,0.107701,
0.099888,0.09933,
0.101563,0.101563,
0.106027,0.106027,
0.108817,0.108817,
0.111607,0.111607,
0.115513,0.115513,
0.108259,0.107701,
0.107701,0.107143,
0.102121,0.101004,
0.103795,0.103795,
0.107143,0.107143,
0.111607,0.111607,
0.108259,0.107701,
0.106585,0.106027,
0.109933,0.109933,
0.111607,0.111607,
0.111607,0.110491,
0.112165,0.112165,
0.115513,0.115513, 
0.113281,0.112723,
0.112723,0.112723,
0.112723,0.112723,
0.110491,0.109375,
0.107701,0.107143,
0.104353,0.103795,
0.103237,0.102121,
0.099888,0.098772,
0.097656,0.09654,
0.09654,0.095424,
0.09654,0.09654,
0.09096,0.089844,
0.084821,0.084263,
0.086496,0.086496,
0.085379,0.084821,
0.085379,0.085379,
0.089844,0.089844,
0.089844,0.089844,
0.095424,0.095424,
0.097098,0.097098,
0.093192,0.092076,
0.091518,0.09096,
0.088728,0.08817,
0.08817,0.08817,
0.088728,0.088728,
0.08817,0.087612,
